"Region","Case.1st.Observed.Date","ID.Name","Field....S.","Narrative","CAUSE","DETERMINED.FATE","Health.status","DISENTANGLEMENT.STATUS","Seen..1yr.","Breeding..Feeding..Migratory.corridor..or.Other.","INITIAL..National.Cause.Criteria..L1.L12","FINAL.National.Cause.Criteria..L1.L12","L1","L2","L3","L4","L5a","L5b","L6a","L6b","L6c","L7a","L7b","L8","L9","L10","L11","L12","PBR..Value","Gear..Type","Trailing.","Species","anchored","calf.juv","constricting","decline","extensive.severe","fluke.peduncle","gear.free","head","healing","laceration.deep","laceration.shallow","pectoral","swim.dive","trailing","VessSpd","VessSz","wraps.multi","wraps.no"
"PAC","1/29/2018",NA,NA,"OBSERVER PROGRAM. DEAD WHALE ENTANGLED IN LARGE-MESH DRIFT GILLNET.","EN","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Gillnet",NA,"GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","2/21/2018",NA,NA,"LINE ENTANGLED AROUND THE BASE OF THE PEDUNCLE AND OVER THE FLUKE. LINE APPEARS TO BE CUTTING INTO PEDUNCLE TISSUE (=CONSTRICTING). REPORTING PARTY NOTED THAT LINE HAD SOME TENSION AND MAY HAVE BEEN CARRYING SOME WEIGHT. EVIDENCE OF TRAILING GEAR. ANIMAL BODY CONDITION LOOKED GOOD FROM PHOTOGRAPHS REVIEWED BY J. CARRETTA. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","SI","UNKNOWN","-",0,"M",NA,"L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","1","GRWH",0,0,1,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","2/21/2018",NA,NA,"SINGLE ROUND (NOT OBLONG) RED / ORANGE BUOY TRAILED RELATIVELY CLOSE BEHIND WHALE. NO PHOTOS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","PR","UNKNOWN","-",0,"M",NA,"L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","1","GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","3/3/2018",NA,NA,"BLUE MESH GILLNET WRAPPED AROUND CAUDAL PEDUNCLE OF SWIMMIMG WHALE, WITH 4 TO 5 SMALL, RED BULLET BUOYS ASSOCIATED. MESH SIZE DIFFICULT TO DETERMINE AS PHOTOS WERE TAKEN FROM OBSERVER ON SHORE. GEAR AMOUNT AND CONFIGURATION UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.","EN","PR","UNKNOWN","-",0,"M",NA,"L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Gillnet",NA,"GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","3/18/2018",NA,NA,"NMFS RECEIVED CALLS TO REPORT THAT THE STARSHIP EXPRESS HAD STRUCK WHAT THEY BELIEVED TO BE A GRAY WHALE MID CHANNEL ON THE WAY TO CATALINA. THE CAPTAIN SAID THAT THE WHALE SURFACED ABOUT 20 FT IN FRONT OF THE BOAT WHEN IT WAS TRAVELING AT APPROXIMATELY 25 KTS SO THERE WAS NO WAY TO STOP OR AVOID THE COLLISION. HE DID INDICATE THAT THERE WAS SOME DAMAGE TO THE BULBOUS BOW AND THAT HE BELIEVED THE WHALE WAS INJURED BUT ALIVE AFTER THE CONTACT. CATEGORIZED AS SERIOUS INJURY BASED ON SIZE AND SPEED OF VESSEL.","VS","SI","UNKNOWN","-",0,"M",NA,"L6A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-",NA,"GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdFast","VSzLarge",0,0
"PAC","3/26/2018",NA,NA,"ANIMAL EXAMINED ON BEACH BY SWFSC STRANDING PROGRAM. ORGANS PROTRUDING THROUGH LACERATION AT RIGHT DORSAL SIDE AT MID-LENGTH. FRACTURED VERTEBRAE AND BONE FRAGMENTS IN THIS REGION. UNKNOWN IF THIS VESSEL STRIKE REPRESENTS SAME ANIMAL STRUCK OFF CATALINA ISLAND ON 3/18/2018. TREATED AS UNIQUE RECORD.","VS","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-",NA,"GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","3/28/2018",NA,NA,"OBSERVED FLOATING IN RICHARDSON BAY MARCH 28 2018. FLUKES AND DISTAL PENDUNCLE MISSING. WITHIN A PORTION OF GRAY NECROTIC TISSUE IS A 6-INCH LENGTH OF WIRE WITH A COPPER CORE, DEEPLY ENTWINED WITH THE NECROTIC TISSUE. THIS REFLECTS EVIDENCE OF A CONSTRICTING ENTANGLEMENT.","EN","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified",NA,"GRWH",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","4/13/2018",NA,NA,"WHALE HAD BEEN SIGHTED ALIVE NINE DAYS PRIOR TO STRANDING RESPONSE. THE WHALE WAS ENTANGLED IN WASHINGTON DUNGENESS CRAB POT GEAR WHICH WAS IDENTIFIED BY TAG NUMBERS RECOVERED AT SCENE. BUOY AT LEFT MOUTH, LINE THROUGH MOUTH CIRCLING RIGHT FLIPPER ACROSS BACK TO LEFT PEDUNCLE (THIS IS THE CONFIGURATION FOUND WHEN THE ANIMAL STRANDED DEAD ONSHORE, LIKELY DIFFERENT WHEN THE ANIMAL WAS ALIVE). BRUISING AROUND PEDUNCLE WHICH MAY SUGGEST IT WAS ENTANGLED AT SOME POINT IN TIME. PHOTOS SHOW LINE THROUGH MOUTH AND A RED/BLACK STRIPE BUOY. CAUSE OF DEATH LISTED AS INANATION (=STARVATION).","EN","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap",NA,"GRWH",0,0,0,1,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","4/13/2018",NA,NA,"ORANGE BUOY AND LINE ENTERING MOUTH LEFT SIDE AND EXITING MOUTH RIGHT SIDE. THIS TRAILS TO A SECOND ORANGE BUOY WITH DARK GREEN AND WHITE STRIPES TO JUST IN FRONT OF THE FLUKES. ONE 10"" ORANGE WITH WHITE AND GREEN STRIPED BULLET BUOY AND ANOTHER SOLID ORANGE BULLET BUOY. THEY ARE BOTH TRAILER BUOYS PART OF THE SURFACE SYSTEM OF A CRAB SET. LINE 3/8"" POSSIBLY BLUE STEEL. GEAR AND VESSEL IDENTIFIED AS PART OF WASHINGTON COMMERCIAL DUNGENESS CRAB FISHERY. PERFORMED SEARCH ON 4/14/18 AND FOUND ENTANGLED GRAY WHALE JUST OFF THE CLINTON FERRY TERMINAL. TEAM SUCCESSFULLY ATTACHED A TELEMETRY BUOY AND COLLECTED UNDERWATER FOOTAGE TO DOCUMENT THE ENTANGLEMENT. THE TELEMETRY BUOY RECEIVED SEVERAL HITS WHILE TEAM WAS WITH THE WHALE SO CONFIDENT TO RELOCATE THE FOLLOWING DAY. ON 4/15/18 TEAM STARTED AT 8:30AM AND SEARCHED SEATTLE UP THROUGH SARATOGA PASSAGE AND ADMIRALITY INLET TO THE NORTH ENTRANCE OF PUGET SOUND. JOHN CALAMBOKIDIS WAS ABLE TO LINE UP AN AERIAL FLIGHT TO SEARCH VIA VHF FROM WHIDBEY AS WELL. AT NOON A NEW LOCATION CAME THROUGH FROM TELEMETRY BUT IT WAS ON LAND-A RESIDENTIAL NEIGHBORHOOD ON THE QUIMPER PENINSULA. LATER THIS AFTERNOON A CALL CAME THROUGH THE SOS-WHALE HOTLINE FROM THE OWNER OF A VESSEL ASSIST COMPANY. HE RETRIEVED OUR GRAPPLE, OUR LINE AND TELEMETRY BUOY AND ONE OF THE ENTANGLING FLOATS FROM ANOTHER VESSEL EARLIER THIS MORNING. THIS MEANS THE WHALE IS PARTIALLY DISENTANGLED. UNKNOWN AMOUNT AND CONFIGURATION OF GEAR REMAINING ON WHALE. PHOTOS OF WHALE SHOW A VERY EMACIATED ANIMAL THAT EXHIBITS A HEALTH DECLINE. SERIOUS INJURY PRORATED TO A VALUE OF 1 DUE TO DETERIORATING HEALTH.","EN","PR","DEAD.DECLINE","Partial",0,"M",NA,"L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","1","GRWH",0,0,0,1,0,0,1,1,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","4/15/2018",NA,NA,"REPORTING PARTY INDICATED GILLNET ON THE HEAD AND DOWN ALONG THE BODY, WITH A MASS OF GILLNET ON OR NEAR THE TAIL. SINGLE PHOTO SHOWS MASS OF PINK MONOFILAMENT GILLNET EXTENDING FROM HEAD REGION TO DORSAL HUMP. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. WHALE REPORTED SWIMMING TO THE NORTHWEST.","EN","PR","UNKNOWN","-",0,"M",NA,"L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Gillnet",NA,"GRWH",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","4/24/2018",NA,NA,"GILLNET (PINK MESH, 1/2 GREEN ROPE, ~20 SMALL RED/ORANGE FLOATS) WRAPPED AROUND PEDUNCLE AND TRAILING OVER LEFT FLUKE LOBE. MOST OF THE GEAR IS BUNCHED UP IN A TIGHT BALL AROUND THE PEDUNCLE, CLOSE TO THE ANIMAL AND FAIRLY TIGHT AROUND PEDUNCLE (=CONSTRICTING GEAR). THERE IS ALSO SOME TRAILING GEAR (TANGLED UP MESH AND PROBABLY A LEAD LINE) TRAILING ABOUT ~20FT BEHIND WHALE. THE TRAILING GEAR IS ALWAYS BELOW THE SURFACE. SO LIKELY THE TRAILING GEAR IS WEIGHTED SOMEHOW OR BEEN FOULED UP ALONG THE WAY. UNSUCCESSFUL TELEMETRY DEPLOYMENT; PRESUMED STILL ENTANGLED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","SI","UNKNOWN","-",0,"M",NA,"L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Gillnet","1","GRWH",1,0,1,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","5/4/2018",NA,NA,"NECROPSY RESULTS INDICATED A FRACTURED CRANIUM AND MUSCULAR AND SKELETAL HEMORRHAGING. CONSISTENT WITH BLUNT FORCE TRAUMA CHARACTERISTIC OF A VESSEL STRIKE.","VS","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-",NA,"GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","5/6/2018",NA,NA,"PHOTOS FROM 5/6/2018 SHOWS A SINGLE ORANGE BUOY NEXT TO A HEAVILY-SCAVENGED GRAY WHALE CARCASS. BUOY NUMBER OBTAINED AND FISHERMAN INTERVIEWED. FISHERMAN INDICATED HIS GEAR WAS NOT TOUCHING WHALE AND FISHERMAN REMOVED GEAR FROM AREA AFTER SEEING PHOTOS OF WHALE. NO EXPLICIT PHOTO EVIDENCE THAT BUOY OR LINE IS ATTACHED TO CARCASS, HOWEVER, HARBOR PATROL WENT TO SAME EXACT LOCATION THE NEXT DAY AND FOUND THE CARCASS UNMOVED, INDICATING IT WAS ANCHORED BY SOMETHING. BUOY WAS NO LONGER VISIBLE ON 5/7/2018.","EN","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap",NA,"GRWH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","5/8/2018",NA,NA,"ANCHORED WHALE WITH LINE WRAPPED AROUND THE PEDUNCLE AND BOTH FLUKE BLADES WITH THREE FLOATS AND LINE TRAILING TO APPROXIMATELY 60’ BEHIND THE WHALE. DOCUMENTATION CONFIRMED NO OTHER BODY PARTS WERE INVOLVED. TEAM WAS ABLE TO CUT MOST LINE AWAY BUT SEVERAL WRAPS REMAINED AROUND NECROTIC TISSUE AT CAUDAL PEDUNCLE. THIS WHALE WAS FOUND DEAD STRANDED ON MAY 27TH.","EN","MT","DEAD.DECLINE","Partial",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","1","GRWH",1,0,1,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",1,0
"PAC","5/11/2018",NA,NA,"WHALE ENTANGLED IN SALMON GILLNET. VISIBLE BLOOD FLOW. GEAR AMOUNT AND CONFIGURATION UNKNOWN. OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"M",NA,"L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Gillnet",NA,"GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","5/17/2018",NA,NA,"PROPELLER WOUNDS PRESENT NEAR TAIL. NO ADDITIONAL DETAILS PROVIDED.","VS","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-",NA,"GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","5/18/2018",NA,NA,"PALE DISCOLORED BAND OF SKIN AROUND THE NECK APPROX. 20 CMS WIDE, THE BLUBBER BENEATH THIS DISCOLORED AREA HAS SMALL PATCHES OF HEMORRHAGE. THE LEFT AXILLA HAS A LACERATION AROUND THE FLIPPER BASE, WITH DISCOLORED MUSCLE AND EDEMA BENEATH IT. THE SKIN OF THE LEFT FLIPPER IS DRY AND MISSING IN MULTIPLE PLACES. THE LEFT COMMISSURE OF THE MOUTH HAS A PALE LINEAR MARK IN IT, AND IS COVERED IN LICE. THE RIGHT SIDE OF THE WHALE HAS TWO LONG PARALLEL LACERATIONS, ONE PENETRATES THE SCAPULA WHICH IS SHATTERED (MULTIPLE FRACTURES, COMMINUTED FRACTURES), THE OTHER IS THROUGH BLUBBER AND MUSCLE. THERE IS NO HEMORRHAGE OR DISCOLORATION OF BLUBBER OR MUSCLE ADJACENT TO THESE LACERATIONS. THERE ARE MULTIPLE LINEAR MARKS ON THE SKIN TYPICAL OF ABRASION BY A BRAIDED LINE. NECROPSY REPORT INDICATED THAT VESSEL STRIKE WAS PRIMARY CAUSE OF DEATH (COMPARED WITH ENTANGLEMENT EVIDENCE), AS CONDITION OF ANIMAL IS GOOD (ADEQUATE BODY FAT STORES) AND STOMACH WAS FULL.","VS","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-",NA,"GRWH",0,0,0,1,0,0,0,1,0,1,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","5/27/2018",NA,NA,"GREEN AND WHITE LINE WRAPPED TIGHTLY AROUND LEFT PECTORAL FLIPPER AND PASSES THROUGHT LEFT GAPE. EVIDENCE OF A WRAP AROUND THROAT (BLOATING LIKELY CAUSED ROPE TO SNAP--FRAYED ENDS VISIBLE). GREEN, ORANGE, AND WHITE LINES WRAPPED AROUND TAILSTOCK. FAINT IMPRESSIONS ACROSS VENTRAL LEFT FLUKE. MULTIPLE WRAPS. TRAILING 2 CRAB POTS. ORIGINALLY SEEN WITH 2 ORANGE BUOYS (WHILE FLOATING), ONE VISIBLE IN INITIAL PHOTOS OF THE BEACH LANDING, BUT HAD BEEN REMOVED BY UNKNOWN PERSONS PRIOR TO OUR ARRIVAL ON SCENE.","EN","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap",NA,"GRWH",0,0,1,0,0,0,0,0,0,0,0,1,0,1,"VSpdUnk","VSzUnk",1,0
"PAC","6/6/2018",NA,NA,"WHALE REPORTED TO HAVE AN ENTANGLEMENT LOCATED ON THE CENTER OF THE BODY AND ON THE TAIL WHILE TRAILING TWO BUOYS AND ""CRAB POT GEAR"". COMMERCIAL DUNGENESS CRAB GEAR WAS IDENTIFIED BY THE ROUND YELLOW TAG ON ONE BUOY BUT THE PHOTO QUALITY WAS POOR SO A NUMBER COULD NOT BE READ TO GET A FISHERMAN ID. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. PHOTO REVIEWED BY J. CARRETTA.","EN","PR","UNKNOWN","-",0,"M",NA,"L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","6/28/2018",NA,NA,"EXTREMELY EMACIATED WHALE LIVE-STRANDED AND SUBSEQUENTLY DIED. LARGE AREA OF ABRASION (116X30CM) ON LEFT DORSAL AND ACROSS BACK, JUST ANTERIOR TO HUMP, WITH MISSING SKIN AND NECROSIS AT MARGINS, VISIBLE BRUISING UNDER WIDEST POINT OF MISSING SKIN. ABRAIDED SKIN ON UPPER RIGHT SIDE AT SAME LEVEL AS LARGER ABRASION. WHALE LICE ALL OVER BODY, INCLUDING DORSAL SURFACE OF FLUKE (UNUSUAL--SUSPECT UNABLE TO LIFT FLUKES PROPERLY). AT LEAST 4 SHATTERED VERTEBRAE AT SITE, APPROXIMATELY 1 MONTH'S WORTH OF HEALING IN TISSUES. AREAS OF INTERNAL INFECTION AT TRAUMA SITE. SUSPECT ANIMAL HIT BY SHIP, WITH SUBSEQUENT INFECTION, EMACIATION AND LIVE STRANDING.","VS","MT","DEAD.DECLINE","-",0,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-",NA,"GRWH",0,0,1,1,0,0,0,0,1,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","7/9/2018",NA,NA,"BOATER VIDEO OF A GRAY WHALE TRAILING A SINGLE BUOY, WHICH ONLY APPEARS AS WHALE IS DIVING. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. VIDEO REVIEWED BY J. CARRETTA.","EN","PR","UNKNOWN","-",0,"M",NA,"L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","1","GRWH",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","8/26/2018",NA,NA,"A GRAY WHALE WAS STRUCK BY A 24 FT PRIVATE RECREATIONAL CABIN CRUISER AT 2.4 KNOTS. THE BOAT WAS JOLTED BY THE IMPACT, AFTER WHICH THE WHALE SUBMERGED IMMEDIATELY. THE WHALE WAS SEEN RESURFACING WITHIN A MINUTE OF THE STRIKE, BUT THERE WAS NO INDICATION OF INJURY TO THE ANIMAL. THE VESSEL DID NOT INCUR ANY DAMAGE.","VS","NS","UNKNOWN","-",0,"M",NA,"L6C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-",NA,"GRWH",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"VSpdSlow","VSzSmall",0,0
"ATL","08-Jan-00","-","E01-00, WR-2000-01","rec f/v rept; anchored in gear - netting around peduncle & possibly the pectorals. Gear tagged with tracking buoy overnight. Whale gone 1/9 AM, fisherman hauled gear - netting was parted & VHF tag was on hauled gear. Whale now free-swimming w/ unknown amount & attachment of gear (at least 1 panel & 2 anchors). Gear set on 1/8 @ ~10:00. Reported @ ~12:00 so only entangled for 2 hr. No resights","EN","PR","Unknown","-",0,"M","L2","L10",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"","-","HUWH",1,0,0,0,0,0,0,0,0,0,0,1,1,0,"VSpdUnk","VSzUnk",0,0
"ATL","11-Apr-00","Fourteen","E10-00, WR-2000-05","R/V Shearwater rept. Dark line w/ 2 small white floats balled up & shifting on the whale's back, forward of the dorsal fin, full configuration unknown. Could not satellite tag gear or VHF implant tag; whale evasive, conditions poor; confirmed gear free on 5/1/01","EN","NS","Recovered","Shed Gear",1,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0,"","-","HUWH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","25-Apr-00","-","E11-00, WR-2000-06","NOAA SAS rept; Whale was seen only briefly at the surface 2x. Light line tightly wrapped peduncle w/ 50' trailing line. No response due to rough seas. Resighted 4/28 & 5/6 but no responses.","EN","SI","Unknown","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","1","HUWH",0,0,1,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","01-May-00","Mauro","E12-00, WR-2000-07","Attachment point left mouth or flipper w/ bullet buoy & line trailing 15' behind whale. WW vessel did not stand by.  CCS attempted to relocate whale & could not; Resighted 5/2 & assessed w/ non-life threatening entanglement so no attempt. Confirmed gear free on 10/4","EN","NS","Unknown","Shed Gear",0,"F","L10","L3",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0,"","1","HUWH",0,0,0,0,0,0,1,1,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","12-May-00","Strega","E13-00, WR-2000-08","Dependent calf. WW vessel did not stand by, CCS could not relocate; right flipper pinned by line; line runs over back & trails beneath left fluke, 2 bullet buoys attached to trailing line; calf of Onyx; likely gear free 6/21, confirmed gear free 7/12","EN","NS","Unknown","Shed Gear",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","1","HUWH",0,1,1,0,0,0,1,0,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","14-May-00","-","-","event added 2014. WW Voyager III hit a whale. Vessel drifting/slow-ahead. Animal came up under starboard hull, rocking it slightly. Small laceration forward of dorsal. Vessel Speed < 10 kts. Vessel Size > 65 ft.","VS","NS","Unknown","-",0,"F","L5b, L6c","L5b, L6c",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,"","-","HUWH",0,0,0,0,0,0,0,1,0,0,1,0,0,0,"VSpdSlow","VSzLarge",0,0
"ATL","04-Jun-00","Wolf","E16-00, WR-2000-10","Dependent calf w/ constricting wrap on left fluke, partially severing blade; ~150 ft of line trailing; May be same whale as 1st sighted 4/25; animal appears in good health; no response made due to distance and deemed non life-threatening; no subsequent sightings. **resighted w/ part of left fluke missing, but healthy, & gear free - 01/03/13 agh","EN","NS","Unknown","Shed Gear",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","1","HUWH",0,1,1,0,0,0,1,0,1,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","01-Jul-00","-","E17-00, WR-2000-11","M/V ""Daunty VI"" rept; free swimming w/ 4-5 wraps on peduncle, trailing 50' of green line w/ 2 orange bullet buoys; Unclear if loose or constricting. No one stood by; CCS unable to relocate","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"","1","HUWH",0,0,1,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","29-Jul-00","Corinthian","-","Dolphin VII - Carole Carlson rept. Sport fisher <65ft @ unknown speed) struck whale. Minor injuries, healthy resights.","VS","NS","Recovered","-",1,"F","L5b, L7b","L5b, L7b",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,"","-","HUWH",0,0,0,0,0,0,0,0,1,0,0,0,0,0,"VSpdUnk","VSzSmall",0,0
"ATL","04-Aug-00","Drumlin?","E22-00, WR-2000-13","ECE rept; 35 ft humpback; netting over head behind blowholes, drapes right flipper & extends to flukes. Tight orange float line w/ black toggles coming from left head & over back to tail on right - line tight, not shifting; appears to have difficulty fluking; resighted 8/11 & 8/31 still entangled","EN","SI","Unknown","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","1","HUWH",0,0,1,0,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","19-Aug-00","-","E26-00","WW rept; small whale (juvenile or calf) w/ net around tail trailing ~20' behind flukes; no one stood by CCS searched but could not relocate it","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"","1","HUWH",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","25-Aug-00","2027","E28-00","WW rept; 35-38ft humpback w/ line running through mouth to multiple wraps around peduncle & trailing ~4' beyond flukes; Wraps likely to become constricting as animal grows. some scarring on back & tail stock and cyamids present on flanks. Disentangled.","EN","NS","Unknown","Disentangled",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","1","HUWH",0,0,1,1,0,0,1,1,0,0,0,0,0,1,"VSpdUnk","VSzUnk",1,0
"ATL","06-Sep-00","Gills","E31-00, WR-2000-21","Dependent calf. WW ""Dolphin VI"" rept; line coming from forward of right flipper & over the back, anterior to dorsal fin (poss a complete body wrap); tangle of line & seaweed on left flank; mouth is likely attachment point, but can't confirm; Calf of Giraffe, mother too protective to get close enough to disentangle. Still entangled @ last sighting on 9/12/00, no resights.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"","-","HUWH",0,1,0,0,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","18-Sep-00","-","E32-00, WAM557","Blair Mase rept; 860 cm, code 4, male; rather deep rope lacerations (8-10cm) with necrotic edges on the leading edges of flukes and ventral peduncle","EN","MT","Dead","-",0,"M","L2","L2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","-","HUWH",0,0,1,0,0,0,0,0,0,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
